filename,emotion,tempo,rms_mean,rms_std,spec_centroid_mean,spec_centroid_std,spec_bandwidth_mean,spec_bandwidth_std,spec_rolloff_mean,spec_rolloff_std,spec_flatness_mean,spec_flatness_std,zcr_mean,zcr_std,tonnetz_mean,tonnetz_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,contrast_1_mean,contrast_1_std,contrast_2_mean,contrast_2_std,contrast_3_mean,contrast_3_std,contrast_4_mean,contrast_4_std,contrast_5_mean,contrast_5_std,contrast_6_mean,contrast_6_std,contrast_7_mean,contrast_7_std
D:\AI\EmoSpeech\dataset\TESS\OAF_angry\OAF_bought_angry.wav,angry,135.99917763157896,0.03922805,0.027505577,2288.3513873990373,1260.1408058663078,2319.1616015065097,440.86826885898313,4208.872936617943,2418.3529304271756,0.015539626,0.039174877,0.10672095514112903,0.1097907894295448,-0.017377769000493305,0.1921705647750771,-370.15027,104.5826,48.95897,45.34952,-11.278447,35.671463,-20.206038,34.77792,-11.152035,29.047806,1.9179661,20.258753,-18.43973,23.535315,4.448263,23.001942,-16.986956,14.537024,-1.3229369,13.464009,-10.120736,14.689768,9.553165,13.640846,-3.7290516,12.811905,0.3825349,0.37112784,0.46608916,0.36774305,0.42402312,0.3562957,0.29969302,0.3472935,0.22063868,0.27899328,0.21761557,0.28485122,0.18551867,0.2909894,0.20104945,0.2987255,0.19792108,0.27605122,0.24183628,0.30193743,0.28396878,0.33946055,0.29449067,0.34087634,28.804460950867995,5.435374860495493,25.375904035265766,8.80898979417942,28.605815271718686,10.671071733650537,24.420959267987726,8.61746890254786,23.352206249926795,7.307781725968516,20.964211012687628,4.398550175303385,51.76606818066839,7.253270204772145
D:\AI\EmoSpeech\dataset\TESS\OAF_angry\OAF_burn_angry.wav,angry,129.19921875,0.03368465,0.028401135,1722.550104928812,1316.1372870321404,1921.7735793899406,521.2124344873753,2819.227244755993,2318.457824903941,0.012197326,0.037014127,0.08478702910958905,0.11708540613629237,-0.02745685245897636,0.20204404141475543,-436.44995,97.34817,77.53937,54.073086,5.1800823,27.848291,-18.219994,39.88166,-2.9877176,23.980953,17.3313,23.254265,-16.553885,20.45758,-10.679881,24.769878,-15.114509,13.44463,-1.3789818,12.46228,-13.100495,15.969165,0.13288811,13.713514,-4.2949753,11.195944,0.31136954,0.37200275,0.2036663,0.29419485,0.24563868,0.32902285,0.19392496,0.25483102,0.23297009,0.33683866,0.26561406,0.34602225,0.24016853,0.3414128,0.18105906,0.30051264,0.16146107,0.257572,0.20519227,0.27563077,0.3835285,0.40778032,0.4280111,0.40034625,25.984636654252636,4.949439301973621,26.023684916749946,7.812437095886234,28.270801734016874,10.01796949260162,23.45233351076547,7.82372516581246,26.287151676216794,7.685117223360735,18.87975501552946,3.8456144212744507,49.55615827148774,6.571467431285424
D:\AI\EmoSpeech\dataset\TESS\OAF_angry\OAF_cab_angry.wav,angry,103.359375,0.021742696,0.016432434,2164.6290483475586,1224.8954893562614,2186.29667615927,517.5247161373619,3833.59375,2398.0753254263004,0.013311634,0.029911146,0.09237816220238096,0.08878064885535329,-0.013481255488766034,0.1915370647813881,-420.96948,109.695366,62.33721,51.99981,-19.372086,38.8875,-13.736226,34.11459,1.3360906,23.034414,2.9239619,20.884966,-17.902905,19.244448,-1.9112263,17.690222,-12.120281,17.17236,-0.3730616,10.802119,-9.505532,16.600239,12.133436,8.000199,-1.1505718,11.404524,0.34040463,0.35759303,0.26490316,0.31959346,0.20688929,0.26497424,0.22381319,0.28403288,0.30722648,0.38219225,0.30218425,0.33341107,0.25583738,0.3406239,0.257686,0.34148684,0.1851973,0.23442,0.22855347,0.22365017,0.4305838,0.3731371,0.3997353,0.32449886,27.71005514539344,4.830745721030001,24.803328380827573,9.112054572550639,25.997842139525716,9.421176453855258,21.175065129222094,8.293033483568907,21.90985326384661,6.518692970486457,19.643060061757343,3.415670332040708,50.00898184099149,5.617595956293415
D:\AI\EmoSpeech\dataset\TESS\OAF_angry\OAF_calm_angry.wav,angry,151.99908088235293,0.032332785,0.022529671,2015.9004454304493,1084.0933723674623,2271.879795135397,502.4463491073766,3704.373497596154,2414.3209092978927,0.011511748,0.035652675,0.08392427884615385,0.07713571868347975,0.053098561901956436,0.1984722210488516,-400.32874,103.67719,68.790276,50.425133,-6.553437,24.605848,-25.164923,33.983513,-10.974452,32.114056,-2.8549535,21.35651,-8.274874,24.852247,2.431876,23.225313,-16.30905,14.355901,-3.7742064,11.213034,-15.294319,15.732565,6.4389925,11.714921,-0.10284106,11.704627,0.5325106,0.35995895,0.32082057,0.3474103,0.18364042,0.25417292,0.16402745,0.26629835,0.25351346,0.35265285,0.2340982,0.317211,0.20014744,0.316052,0.16462624,0.25073996,0.1537786,0.23710985,0.1869841,0.2754338,0.26859328,0.33937922,0.47277817,0.38743716,26.992914583165444,4.7891194215352755,24.924397678495286,7.442177725499292,26.88789281934802,9.254525786204061,24.104400439481175,7.447072987462411,23.58328397672736,7.575586514143356,20.559048091124176,3.798111836987065,51.56993654581482,7.522971424618048
D:\AI\EmoSpeech\dataset\TESS\OAF_angry\OAF_came_angry.wav,angry,143.5546875,0.04694604,0.04195243,2105.3595223675275,1235.7915102171814,2113.7108328315608,389.590982525004,3733.432823503521,2155.2789922914294,0.01438232,0.03730506,0.08704472931338028,0.10468482727996518,0.025995602049047592,0.1990022462078221,-382.6663,108.91553,44.419575,45.525352,-14.307401,30.51272,8.906984,28.929178,0.33998784,22.849276,2.0595386,23.431755,-22.95282,28.157166,-8.947371,18.929749,-14.956851,13.417428,-12.165242,14.358439,-4.063607,11.576253,-0.33279872,7.3894396,6.4914155,10.162451,0.49955356,0.3979429,0.43245128,0.34022722,0.29135975,0.35273096,0.1569588,0.22097631,0.19330406,0.26717696,0.23658,0.3313906,0.25737822,0.35660115,0.26145676,0.3449081,0.22787529,0.31011614,0.19042967,0.28412,0.18580872,0.2805718,0.3058611,0.3381289,25.96564200859023,3.851334694045611,23.336648063134405,8.998604380180307,26.331322349237315,10.519173464999358,21.15358557560441,7.691282464906896,22.069663555688994,6.910021681119322,19.590627286604164,3.616066420655025,47.602035990358885,6.0634612393679514
D:\AI\EmoSpeech\dataset\TESS\OAF_angry\OAF_cause_angry.wav,angry,143.5546875,0.02665331,0.0221379,2331.766561268704,1260.1906803432432,2357.6657574189317,508.9870469582151,4326.573387352196,2442.0479313343485,0.009419337,0.019355051,0.08742213893581081,0.0713018260520002,0.013092209428698067,0.16640856449263036,-420.1995,113.17268,50.32547,50.626938,-11.387864,26.938372,-11.950837,32.84527,-10.4509115,33.944344,4.9356637,22.907202,-9.830564,21.870985,-1.3814807,21.475618,-12.379786,13.992698,-1.0790887,14.548192,-12.799522,14.114184,13.66649,10.70014,0.9280109,11.096886,0.50081295,0.36607417,0.44836822,0.3402586,0.36822355,0.36405516,0.2805009,0.3374425,0.26940075,0.34058607,0.25031674,0.32139972,0.20726499,0.30933985,0.19643293,0.29903466,0.21179804,0.29203907,0.23363696,0.29643366,0.25547117,0.28804594,0.39630637,0.3786649,27.71328695884945,5.59056981553118,24.422826689842726,7.852240575263567,26.151553144149386,9.043243937385853,22.260752878250766,8.20249310768696,22.09301608276882,6.4963514002646585,19.947687638495914,3.503203286916757,50.3728533620814,6.803142637072443
D:\AI\EmoSpeech\dataset\TESS\OAF_angry\OAF_chain_angry.wav,angry,161.4990234375,0.043376043,0.03673613,2267.3895250930286,1309.968472785207,2127.8826839369162,365.9515944992738,3789.5316745923915,2114.3467000654373,0.023188958,0.046047773,0.10922639266304347,0.11727139491200103,0.03381792094694762,0.17438872603273506,-370.90762,104.06257,43.617493,45.314182,-15.514112,32.63935,8.457074,30.140978,-2.594165,25.385916,0.21878278,23.133413,-25.610384,24.536625,-8.193869,23.230728,-14.364824,12.911895,-12.172318,13.600258,-2.061278,11.868844,-2.484069,9.593712,3.4213696,11.073101,0.46219358,0.37811938,0.33682126,0.347393,0.21475342,0.2948622,0.18455067,0.22219789,0.2279563,0.29344213,0.27778846,0.37939474,0.28182045,0.35439384,0.24454905,0.300723,0.20586047,0.2952005,0.19893016,0.30842707,0.22147882,0.3032708,0.38855225,0.37044388,25.369373396573586,4.475089698166068,24.406843230014548,8.16937692444767,26.615766510641873,10.524507300041726,21.908490080589466,8.054035607415916,22.535278595686645,6.267945188864629,19.40160291102221,3.8092615371204688,47.8715623171457,7.331737397012293
D:\AI\EmoSpeech\dataset\TESS\OAF_angry\OAF_chair_angry.wav,angry,143.5546875,0.027574852,0.021375472,2479.5281070111555,1320.397401144448,2333.113317683382,415.27789809655206,4471.98486328125,2353.7039433461573,0.01949209,0.041817356,0.11072823660714286,0.09045235001860874,-0.025236590474323212,0.18743835561042027,-391.70154,115.14379,41.317745,51.16216,-10.010312,33.355103,-8.809758,35.54694,-2.0970998,24.795458,7.3652368,22.349737,-28.089712,25.26624,-6.4289527,18.692644,-9.224117,13.574039,-5.5108466,16.770256,-8.080052,13.967486,7.5284095,11.91744,-1.2334603,8.79108,0.3498711,0.3314975,0.47771725,0.36292812,0.5018407,0.39054754,0.31668967,0.3537659,0.27614722,0.31349018,0.33016032,0.3688109,0.25802314,0.33792916,0.22857663,0.29298726,0.22353038,0.26487514,0.24597467,0.29267636,0.25844315,0.3143457,0.27210313,0.31944132,28.363979579858412,4.823867439297102,24.034276809667723,9.258693393278445,25.434927935853864,10.571975187346123,21.301125836088456,7.94108194352685,24.32875204118318,6.632887933130029,21.403382867691626,5.436174656421323,49.94912991188944,5.6377342843282685
D:\AI\EmoSpeech\dataset\TESS\OAF_angry\OAF_chalk_angry.wav,angry,117.45383522727273,0.037291497,0.02668335,2378.2454926644973,1326.864565179926,2158.0164316429004,482.9806766187576,4025.296971055328,2393.747491337559,0.019124195,0.039767634,0.11116002817622951,0.09758137359240023,-0.04438587554366621,0.17886437839069658,-370.69894,101.58452,48.194443,51.506958,-20.413681,34.90714,-9.5814705,37.651928,-9.21153,30.62968,6.4665856,20.314472,-20.402348,20.914942,1.873027,19.801289,-12.704875,14.576699,-3.508223,14.004474,-10.860767,15.005659,5.971093,9.887913,-3.0315268,9.686711,0.20820484,0.19288246,0.44120055,0.37222502,0.44748408,0.35600784,0.26229268,0.26567012,0.23438343,0.32129782,0.20493773,0.27889213,0.1352454,0.20932731,0.15916605,0.26273283,0.24973845,0.32772306,0.28834072,0.34758696,0.3104609,0.3712263,0.22970346,0.27646804,24.720095064638297,4.945926748782605,24.70286590511735,10.083564694144915,25.530673871580678,10.019515753561832,22.093096080647538,8.326129266686257,24.465056355428647,7.0463141547727615,21.233562158992797,4.846046669633323,49.82556315203719,6.911238920819621
D:\AI\EmoSpeech\dataset\TESS\OAF_angry\OAF_chat_angry.wav,angry,143.5546875,0.025635742,0.016926317,2475.4224922963535,1315.8091309055767,2310.4637149090017,472.67159442709584,4445.751953125,2487.1994836228346,0.0185013,0.037756268,0.10694909474206349,0.09416719356337888,0.04282496907986692,0.18061484494799707,-392.92917,101.690315,48.440136,52.521355,-17.348917,35.762028,-12.710092,35.88668,-6.0014415,25.273531,-0.5668983,21.736725,-19.445807,21.709705,-1.7816991,20.704231,-11.260321,14.19248,-0.149878,14.311228,-13.217362,16.619766,7.481069,12.217219,-2.308063,13.007748,0.5461091,0.36464778,0.39041725,0.31027675,0.2311079,0.29892862,0.1733231,0.25541067,0.167246,0.23046738,0.19309679,0.2509702,0.21222605,0.32461983,0.20393391,0.27505285,0.20867504,0.26520437,0.33576277,0.37655753,0.3911935,0.37952492,0.42411873,0.3402611,27.526475298962687,4.079445762627564,23.604247044777345,7.823218408107122,25.523981456963,9.602250878031375,21.82791341472563,8.732876118122624,23.12902521121201,6.670518371058981,19.62622170211617,4.714319655253155,50.458714317612454,6.077164659693534
D:\AI\EmoSpeech\dataset\TESS\OAF_angry\OAF_check_angry.wav,angry,135.99917763157896,0.041274354,0.035485696,2549.8344380791627,1523.7040310827786,2271.3247153852412,435.5508957726503,4388.375811509683,2590.82234099452,0.022631284,0.039365157,0.11947760783450705,0.13351310233196106,-0.003039840191754398,0.1727468145425414,-376.2631,125.78611,39.303112,55.08654,-11.678464,34.1377,-5.31993,36.857883,-2.319511,23.789095,1.3001502,19.507404,-19.199215,22.286572,-4.7986097,19.27131,-8.387727,16.54062,4.73637,11.378279,-14.776219,15.067161,9.043339,10.0034,0.053870402,12.2698145,0.41037,0.31858298,0.38376462,0.34849805,0.27654448,0.286267,0.19156152,0.23538034,0.21510355,0.2875157,0.2321012,0.3245871,0.21521303,0.2729977,0.23936787,0.29313344,0.3006148,0.3297003,0.36449337,0.3597518,0.43600073,0.37095988,0.4845205,0.35146517,25.17149450186644,5.3283275702326085,21.471122578035832,9.438350439656839,24.55837349123964,10.714631755688393,20.5109873062427,8.900122116112748,22.14807242494512,6.404664342514388,19.25285600242078,3.8221384179227123,50.72013432394413,5.508483129652537
D:\AI\EmoSpeech\dataset\TESS\OAF_angry\OAF_cheek_angry.wav,angry,151.99908088235293,0.01957687,0.020334661,2673.429442515994,1350.5798351132344,2535.814323589314,377.4631187808692,5277.552105629281,2319.7626761526326,0.019415632,0.03657605,0.10253237371575342,0.10557146241514945,0.006531070212954475,0.15800130852608144,-437.9312,120.39808,23.620218,47.79092,-2.066396,23.250021,6.806078,32.326427,1.3741496,23.283693,2.6251106,20.174072,-15.738623,23.059763,4.140369,18.958744,-10.27237,16.165047,-4.0080123,13.677066,-9.518357,13.598504,6.9118075,12.176019,-2.580037,13.933432,0.53961515,0.35690233,0.47679126,0.3472501,0.3668198,0.34740695,0.3386658,0.35721543,0.34284437,0.368784,0.33118847,0.37029257,0.2849211,0.34600723,0.2674436,0.30983543,0.29813275,0.32567266,0.36157265,0.36721522,0.42120633,0.37431455,0.4999737,0.373769,28.947677895161647,4.034866119079679,21.97035323483736,9.45167551619772,23.444796583452387,9.655731988524536,19.962888103613555,7.902664756326823,22.2623776580441,7.072916849888275,19.66269072020824,4.478284522889385,49.73411420149125,6.466780651623383
